id,date time,longitude,latitude
0,2010-08-28 02:40:57,-97.74291515,30.31104325
0,2010-08-28 03:08:50,-97.74269296,30.310959277
0,2010-08-28 03:09:14,-97.742886739,30.310911744
0,2010-08-28 19:16:11,-97.7706599236,30.2637747742
0,2010-08-28 22:27:57,-97.7571630478,30.2448597206
0,2010-08-30 00:11:01,-97.7489662167,30.2509939667
0,2010-08-30 14:17:05,-97.7438453833,30.26485415
0,2010-08-30 20:57:25,-97.7493124167,30.2679095833
0,2010-08-31 16:19:01,-97.7493953705,30.2691029532
0,2010-09-01 01:08:15,-97.7571630478,30.2448597206
0,2010-09-01 22:36:33,-97.7401578426,30.3101526622
0,2010-09-03 00:28:30,-97.7456147969,30.2686964002
0,2010-09-04 03:14:33,-97.7456858754,30.2668906357
0,2010-09-04 21:32:40,-97.7571630478,30.2448597206
0,2010-09-05 17:33:43,-97.757570733,30.234214067
0,2010-09-06 00:07:17,-97.7706599236,30.2637747742
0,2010-09-07 16:12:49,-97.7493953705,30.2691029532
0,2010-09-07 21:08:32,-97.7493953705,30.2691029532
0,2010-09-08 16:58:19,-97.7493953705,30.2691029532
0,2010-09-09 14:25:57,-97.1656978333,34.1856460333
0,2010-09-09 18:22:04,-96.9814789295,37.7662367387
0,2010-09-11 18:05:27,-94.5980687833,39.0506711667
0,2010-09-11 18:13:13,-94.6061795,39.0573335333
0,2010-09-11 18:36:30,-94.6037541167,39.0570354833
0,2010-09-11 22:48:18,-94.6297931671,38.934693546
0,2010-09-12 16:49:55,-94.59031105,39.0528237667
0,2010-09-13 01:13:03,-94.5947393775,39.0410529489
0,2010-09-13 18:00:26,-94.5952756,38.9927760833
0,2010-09-13 19:17:46,-94.6207433939,39.0442360953
0,2010-09-15 23:04:13,-97.7493953705,30.2691029532
0,2010-09-17 00:04:39,-97.7489702462,30.2698105017
0,2010-09-21 02:17:22,-97.7507881833,30.2464607667
0,2010-09-21 20:03:48,-97.7493124167,30.2679095833
0,2010-09-22 22:24:27,-97.7493124167,30.2679095833
0,2010-09-22 23:33:37,-97.7477914095,30.265405691
0,2010-09-24 14:58:57,-97.7493124167,30.2679095833
0,2010-09-24 21:32:13,-97.7493953705,30.2691029532
0,2010-09-25 02:00:54,-97.7195692062,30.3170157639
0,2010-09-25 19:21:51,-97.7489610333,30.244761
0,2010-09-26 16:43:45,-97.7658996582,30.250617981
0,2010-09-27 14:52:01,-97.7493953705,30.2691029532
0,2010-09-28 23:47:07,-97.79745475,30.2313745667
0,2010-09-29 00:31:24,-97.79996073,30.2379105
0,2010-09-30 23:23:22,-97.7410461251,30.2643362697
0,2010-10-01 14:36:39,-97.7493124167,30.2679095833
0,2010-10-02 01:48:43,-97.7634179592,30.2558143993
0,2010-10-02 22:21:22,-97.8783988953,30.4053040116
0,2010-10-03 22:21:49,-97.7571630478,30.2448597206
0,2010-10-04 14:46:01,-97.7493124167,30.2679095833
0,2010-10-05 16:10:35,-97.7493953705,30.2691029532
0,2010-10-05 23:02:31,-97.7790927833,30.2453613167
0,2010-10-05 23:11:39,-97.8001714167,30.2316497167
0,2010-10-06 23:25:34,-97.7493953705,30.2691029532
0,2010-10-07 15:27:40,-73.7828063965,40.6438845363
0,2010-10-07 20:14:44,-73.9755,40.7515076167
0,2010-10-07 20:31:48,-73.9857316017,40.7484436586
0,2010-10-07 21:02:01,-73.9882206917,40.7458101407
0,2010-10-07 21:58:31,-73.9879953861,40.7422010764
0,2010-10-07 23:18:10,-73.9975655079,40.7308686424
0,2010-10-08 00:07:48,-74.0033376217,40.7317243329
0,2010-10-08 17:24:27,-73.9764726162,40.7808054632
0,2010-10-08 19:28:36,-73.9630830288,40.7693780407
0,2010-10-08 21:43:02,-73.9966964722,40.705823135
0,2010-10-08 21:43:52,-74.0119528667,40.7070708167
0,2010-10-08 21:45:48,-74.0105454333,40.7071727167
0,2010-10-08 21:48:37,-74.0113627911,40.7074172208
0,2010-10-09 01:37:03,-73.9862251282,40.7568799674
0,2010-10-09 20:55:47,-73.9853990078,40.7275253534
0,2010-10-09 21:05:23,-74.0049684048,40.7358847426
0,2010-10-09 21:36:05,-74.0075433254,40.7423961659
0,2010-10-09 21:39:26,-74.0075433254,40.7423961659
0,2010-10-09 22:27:07,-74.0060305595,40.7425115937
0,2010-10-09 23:51:10,-74.0041635333,40.7341933833
0,2010-10-10 17:47:04,-73.993421425,40.7417466987
0,2010-10-10 21:17:14,-73.9968681335,40.7285271242
0,2010-10-10 22:00:37,-73.9985353275,40.729768314
0,2010-10-11 00:06:30,-73.9946207517,40.7249103345
0,2010-10-11 20:20:42,-73.9894545078,40.741388197
0,2010-10-11 20:21:20,-73.9881052167,40.74137425
0,2010-10-12 00:21:28,-73.7828063965,40.6438845363
0,2010-10-12 15:19:03,-97.7493953705,30.2691029532
0,2010-10-12 15:57:20,-97.7452111244,30.2811204101
0,2010-10-12 19:44:40,-97.7493953705,30.2691029532
0,2010-10-12 22:02:11,-97.7493124167,30.2679095833
0,2010-10-12 23:58:03,-97.7585805953,30.261599404
0,2010-10-16 18:50:42,-97.7405226231,30.2742918584
0,2010-10-17 19:26:05,-97.7575966669,30.2634181234
0,2010-10-17 23:42:03,-97.7633857727,30.2557309927
0,2010-10-18 22:17:43,-97.7493953705,30.2691029532
0,2010-10-19 23:55:27,-97.7951395833,30.2359091167
